word,embedding,predCategory
piece,"[ 0.078215  0.21155  -0.58639  -0.22545   0.81213   0.69047  -0.22966
 -0.1375   -0.019691  0.30187  -0.61828  -0.034083 -0.11076   1.1195
  0.14726  -0.50463   0.20589  -0.036818 -0.13989  -0.77733   0.69863
  0.035779 -0.098166 -0.45332   0.30123  -1.0534   -1.3892    0.89734
  0.70469  -0.83473   2.8449   -1.0546    0.1471    0.26153  -0.50227
  0.66858   0.50606   0.859    -0.084762 -0.5948    0.74838  -0.073063
 -0.27258  -0.15396  -0.1882    0.26366   0.31078  -0.20594  -0.31738
  0.084723]",AMBIENCE
base,"[ 0.30335    0.60708    0.91518    0.19462    1.0649    -0.96933
 -0.52112    0.11431    0.026253  -0.75021    0.16034   -0.86618
  0.21574    0.39077   -1.3977     0.010619  -0.037247   0.39732
 -1.2623     0.27979   -0.49021   -0.37209    0.13351   -0.25195
 -1.0775    -1.311      0.60011    0.64153    1.1454     0.1777
  3.0448    -0.14354   -0.32863   -0.26152    0.86912   -0.15447
 -0.24276    0.16262    0.090746   0.67234   -0.0035415  0.024518
  0.24      -0.14024   -0.44039   -0.3106     0.083888   0.079121
 -0.48577    0.57741  ]",RESTAURANT
cash,"[ 6.2449e-01  1.6567e-01  1.2831e+00 -3.9828e-01  3.2494e-01  2.3011e-01
 -5.9763e-01  1.6647e-03  5.0135e-01  8.9796e-01 -4.0510e-01  7.4276e-01
  3.5620e-01 -7.5062e-01  1.0234e+00  9.1454e-02  3.4695e-01  3.4794e-02
  2.3050e-01 -5.1327e-01  1.3463e+00 -5.1709e-01  1.0649e-02 -6.1799e-01
 -9.7217e-01 -1.2037e+00  3.4335e-03 -1.9355e-01  5.7069e-01 -1.6975e-01
  3.0130e+00  1.0069e+00  5.4026e-01  9.2411e-01  2.4185e-01  4.5378e-01
 -4.2928e-01 -1.2404e-01  6.5694e-01 -1.2325e+00  4.6216e-01  4.8171e-01
  3.8386e-02  2.3543e-01 -5.7506e-01 -9.2824e-01 -6.4546e-01  6.8899e-01
 -4.4222e-02 -6.0732e-02]",RESTAURANT
experience,"[ 0.35663    0.61973   -0.71631    0.20023    0.2629     0.022202
 -0.25861    0.26357    0.2839     0.41427    0.040724   0.13203
 -0.29023   -0.20172    0.33643   -0.29397    0.0095604  0.56228
 -0.11364   -0.44548   -0.28563    1.0147    -0.21767    0.056146
  0.96655   -1.0414    -0.98358   -0.59189    0.60383    0.56588
  3.1509     0.86628    0.17036   -1.3524     0.080502   0.51724
 -0.6192     0.65536   -0.063525  -0.46372   -0.3681    -0.10436
 -0.087543   0.65907   -0.11919    0.10949    0.41743    0.29235
 -0.37246    0.76543  ]",AMBIENCE
use,"[ 0.36404  -0.16619   0.28584  -0.17042  -0.42253   0.43921  -0.2348
 -0.89034   0.063375  0.37835   0.41151   0.72865   0.72612  -0.081949
 -0.18455   0.58287  -0.055214  0.19534  -0.022018 -1.2055    0.47209
 -0.53655   0.17969   0.056589 -0.19033  -1.7427   -0.19718  -0.44248
  0.85523  -0.51624   3.7482   -0.094815 -1.1104   -0.73457   0.36396
  0.62193   0.35603   0.14707  -0.42021   0.16994   0.74747   0.14756
  0.41393   0.80217   0.58067   0.10242   0.1147    0.40129  -0.086234
  0.045505]",FOOD
plate,"[-0.63773   0.83063  -0.26741   0.92461   0.47251   0.29511  -0.31165
  0.49289  -0.10176  -0.66635   0.20884   0.33366   0.51571   0.97914
 -0.15615  -0.51083  -0.11238  -0.24715  -0.68595  -1.3808   -0.0767
 -1.3366    0.37579  -0.13996   0.31216  -0.66554   0.29805   1.2569
  0.94895  -1.1671    2.1986   -0.039899  0.057112  0.63481  -0.58989
  0.48842   0.10233   1.0525    0.44279   0.17923   0.53623   0.16626
 -0.16491   0.31953  -0.61487  -0.15407   0.57715  -0.30956   0.10163
 -0.66864 ]",FOOD
portion,"[ 0.53791   0.62463   0.10798   0.2375    0.19825   0.4536   -0.2291
  0.33695   0.98573  -0.56517  -0.36199  -0.62971   0.89302  -0.53004
 -0.50762   0.37774   0.19577   0.15567  -0.12763   0.1399    0.52947
 -0.97837  -0.044011  0.39873  -0.46362  -1.0677   -0.37463   0.78482
  0.40991  -0.55551   2.8812   -0.54851   0.5865    0.14884   0.11156
 -0.10421  -0.17983   0.34103   0.06166  -0.25501  -0.028762 -0.19905
  0.021794  0.35428  -1.6193   -0.029217  0.099106 -0.044154 -0.40316
 -0.21815 ]",LOCATION
website,"[-0.063305   0.36144    0.66377    0.74403   -0.16189   -0.61134
 -1.4866    -0.68908    0.93541    0.083576   0.16177   -0.24424
 -0.024121  -0.13664    0.57305   -0.40993   -0.44983   -0.069966
  0.2598     0.5309     0.5764     0.08749    0.2712     1.0707
  0.0052268 -0.66154   -0.46884   -0.012917  -0.98887   -0.22985
  2.6159    -0.76125   -0.023108  -0.90136   -1.0596     0.3905
  0.85048   -0.61068   -0.64976   -0.65858    1.5573    -0.81539
 -0.93183   -0.15268    0.21792   -0.42776   -0.63644    0.87481
  0.93844   -0.20244  ]",SERVICE
kids,"[-0.33647   0.31448   0.16569  -0.95052   0.62703   0.17186  -1.0072
 -0.81533  -0.03115   0.24092  -0.52435   0.10741   0.17038   0.16699
  1.1119    0.18909   0.1347    0.93979   0.36518  -0.43672   0.1079
  1.3144    0.56459   1.4086    0.53875  -0.96658  -0.81573  -0.27004
  0.91203  -1.4563    2.5969    1.6979   -0.16139  -0.3948    0.093568
  0.6927   -0.16474  -0.31614   0.48396  -0.74513  -0.57928  -0.21925
  0.026969  0.67345   0.84335   0.22439   0.30478  -0.75684  -0.028576
  0.98196 ]",SERVICE
singles,"[-1.7869    0.87314   0.18599   1.0997   -0.62978   0.39713  -0.58697
  1.1471   -0.009738  0.69118   0.46182  -0.54781  -0.98479   0.96345
  1.4362   -1.1487    0.093297 -1.0682   -0.4464   -0.20489  -0.25342
 -0.52533   1.328     0.9928   -0.015329  0.1024   -0.92366  -1.033
 -0.28913  -0.73629   2.7051    0.055647  0.86374   1.0946    0.30761
  0.092737  1.2853    0.73098  -0.86572  -0.89203  -0.015964 -0.92495
  0.33032  -0.42136   0.11989  -0.12749  -0.20482  -1.2411   -0.39644
 -0.4103  ]",RESTAURANT
rice,"[-0.63956    0.4585    -0.22471    0.12748    0.64469   -0.17907
 -1.0402    -0.30059    0.42333   -0.23367   -0.58576    0.35708
  1.0384    -0.72488    0.79048    0.72161    0.51023    0.19268
  0.4797    -0.18064    0.43814   -0.36434    1.4656    -0.89484
  0.42897   -1.1194     1.1132     0.59456    0.60011    0.11154
  2.499     -0.29774   -0.46576    0.70008    0.40731    0.44699
 -0.56745    1.1255    -0.0036835  0.28568   -0.30149    0.8296
 -0.41173   -1.1272     1.3769     0.87143   -0.59111    0.87152
 -0.73973    0.18006  ]",FOOD
waiting,"[ 0.78954    0.10954    0.49796   -0.85129    0.7169    -0.92417
 -1.0372     0.96095    0.18151   -0.55855   -0.26706   -0.12086
 -0.017841   0.69657    0.87059    0.39657   -0.28109   -0.076147
  0.072109  -1.1175     0.40019    0.61366   -0.16689    0.37115
  0.51144   -1.3674     0.21995    0.58964    0.47454   -0.33161
  2.4048     0.64361   -0.43379    0.034517   0.23469    0.14992
  0.6102    -0.03916    0.16919   -0.18906   -0.34256    0.23452
 -0.0045594  0.28824    0.064475  -0.27704   -0.048779  -0.28751
 -0.064436  -0.091983 ]",SERVICE
cashew,"[-1.3246   -0.92277  -0.23958   1.5198    0.32725   0.48486   0.20972
 -1.1014    0.84493  -0.29232  -0.054427 -0.61435   0.93974  -0.6548
  0.63709   0.15492  -0.092135  1.8824    1.5634   -0.47839   0.50521
 -1.0792    0.84966  -0.019145  0.335     0.58697  -0.11176   0.46217
  0.44604  -0.14003   0.81584  -0.40573   0.178     1.6456   -0.20909
  0.55015  -1.3472    0.10563   0.89836   0.012707 -1.0443   -0.58158
 -0.24536  -0.8204    1.1378    0.84013  -0.16101   0.50862   0.021478
 -1.0715  ]",FOOD
bite,"[ 0.93382  -1.139    -0.4741   -0.43449   0.42935   0.82008   0.53298
  0.12292   0.81644   0.054991 -0.35784   0.42046   0.66793   0.24871
  0.26      0.065867  0.032094 -0.014227 -1.0387   -0.43407  -0.55897
 -0.47788   1.0053   -0.10861   0.48121  -1.1792   -0.92279   0.76035
  0.6841   -0.59243   1.7659    0.69347   0.20426   0.99077  -0.7455
  0.40275  -0.24669  -0.25608   0.7147   -1.1124    0.02211   0.39508
 -0.6454    0.72305   0.98997   0.052527  0.75184  -0.040847  0.23293
  0.42058 ]",FOOD
